track,artist,uri
SILENCE,Ghusa,spotify:track:4VPa0Q51URZq5fcRDKDeWo
"Sorrow - From ""Gladiator"" Soundtrack",Lisa Gerrard,spotify:track:51TrZwyPfasxmD3Q66IzYx
Splendor Demon Majesty,Candlemass,spotify:track:5lZLnoZQxC01nQhG81CBVH
The Other Side Of You,Mikkel Metal,spotify:track:5cyljeL31vsIx1bnQ21Kt6
True Coming Dream,Pale Saints,spotify:track:6R5VzUple97AsnRW9cZKvo
Wonder Woman's Wrath,Rupert Gregson-Williams,spotify:track:7N31Y7XEzOvDzKuFkCgDon
Apparition,Burning Inside,spotify:track:1740KezkX8JA1CHBvMgLaG
Boiling Point,The Soundcarriers,spotify:track:3s4PDxMeCQ2FTlCCdLps8L
Calm World,Steve Roach,spotify:track:4XjPOxjnSWO470UMe5CBwK
Cancer of the Soul,Bloodbath,spotify:track:67biuNJA03k1cU0XpciTNJ
Cora,Randy Edelman,spotify:track:0jukYJUkCFjUe4FRDBAEfp
Dreaming of the Crash,Hans Zimmer,spotify:track:4YpiGEZUAdojhj2a6wNUlk
"Goodbye Brother - From The ""Game Of Thrones"" Soundtrack",Ramin Djawadi,spotify:track:5n44Y1e8exufbm9mmAvopf
"Solstice, Part 1: Garden Of The Sun",Lou Harrison,spotify:track:15H3yecsiyp22Tq2hKjeJj
Tempting Time,Animals As Leaders,spotify:track:3TwKLIOl2hIPDE7z7rvOH3
The Bleeding Baroness,Candlemass,spotify:track:2K5BYeGzkgW7SmbjNtjct7
Balance,Liquid Mind,spotify:track:4wNIVLMwvz1P4hjWBmyKqa
Binaural Beta Sinus Drone IIII,The Entrainment,spotify:track:57QUuHrWZz08HialRptMC4
Face to Face (With Your Executioner),The Rival Mob,spotify:track:5ud1PhAxslWvSY8qXzwa0g
"Fifteen Pieces, Op. 180 : Andante presque adagio",Charles Koechlin,spotify:track:31XRCn0Z9XQxP06dVKTHUK
Funeral Doom,Helllight,spotify:track:3SCrVUTfIU4cS3Tv1EHd0n
Missão Metal,Flageladör,spotify:track:4gLkiQXsdRgzb73lKZEKoh
"The Ludlows (From ""Legends of the Fall"")",The City of Prague Philharmonic Orchestra,spotify:track:1PyNeCOcTMCCy68Hyj2Qbs
The Unanswered Question,Charles Ives,spotify:track:1NDVVbYj6YWkPbW5OpnCV4
Top Of The World,Trevor Jones,spotify:track:0WbbtKCQA9YrIRoHzRoa3t
A Silver Lining,They Dream By Day,spotify:track:6J7ODzvn3wDypKPytp6MHU
A Star In The East,Harry Belafonte,spotify:track:72ojSpIwk4ygDZOiN7m5Hu
Cornfield Chase,Hans Zimmer,spotify:track:3PrLXpTfUdi9iE1PA82sS3
"Eyes of Wrath - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:0lnvF19JEnP7KZx3LXPh42
Maimed to Beg,Cerebral Fix,spotify:track:3Cug9f7ntU6bAYDa84vsaX
Metal Negro,Imperius Profanus,spotify:track:0b3Pbb3HX0tILWwIHcSHLO
My Girl Hates My Heroin,The Stooges,spotify:track:6Od3VagypWdUBrDnLMx8d0
Noitien tuho,Heavy Metal Perse,spotify:track:1Blvkf0onrJblcvd5qF4n5
Occult Glider,Jazkamer,spotify:track:2Q4VI3YbXvqzq22dWmPkp8
Paschendale - 2015 Remaster,Iron Maiden,spotify:track:4Rjnntl2nm2J3u6uHkMbsb
Punk And Belligerent - Live,Warrior Soul,spotify:track:4nXqPWso5nWUDamrBWwB5W
Rothko Chapel 5,Morton Feldman,spotify:track:3ci95cJaK7fYZN3o9YBTXf
Scrap Metal Man,Sticky Filth,spotify:track:6UB5COFti40Qh8tq2HHTsI
The Day The World Went Away,Nine Inch Nails,spotify:track:44sz0rNbTA687rs9CYi0IN
Thrash Assault,Assaulter,spotify:track:78KJ52xCtKm4aVWsRJFrse
Ain't Nothing To It,Marionette,spotify:track:7exYruFYoufMVu4RZboqvk
As Torches Rise [Bonus Track] - Live at Ruisrock 2008,Turisas,spotify:track:3R4Q9fdVcgjipvMWtQvfdf
Black Metal Is Alive V,Abrasion,spotify:track:5xT8a3maL00YCvp7CysIzq
Call For War,Grave Digger,spotify:track:1vygswu0JAaOb93yxceZ6z
Clamavi,Arne Nordheim,spotify:track:4QWZ836V7rWuiJGG9gUUyh
Enchanted Dreams,Antologie,spotify:track:754M7kBYPjPcPpyoN3Ti8C
Gnossiennes: No. 4,Erik Satie,spotify:track:5uaqfXP4wBosOea7QLokJP
"Main Title - From ""Rudy""",Jerry Goldsmith,spotify:track:62irSJnYNj3rKPFT6psxEV
Rabid Death's Curse,Watain,spotify:track:34cVuozXObUE0NvYX3ADAd
Ritual,Manuel Enríquez,spotify:track:7isrbJ7o97E1t7DeUk3eex
The Kiss,Trevor Jones,spotify:track:28BMJNUEpAFUiPOBCk3Xw2
The Pump at the Way Station,M. Geddes Gengras,spotify:track:1HGKVx8ZxYuFJ1vmb1rdAW
Bathsheba and Oak Unite,Craig Armstrong,spotify:track:5EdYF3AG4xOETuvBHukWZn
Black Metal Is Alive II,Abrasion,spotify:track:7fJrYuXOHKeqq4Dh1MB6st
Colour of Your Soul,Anthony Mawer,spotify:track:4ysC0ZVHpJYyGwEbEHMMY6
Cuspa Cerveja...,Os Pedrero,spotify:track:6IYGvJanVieBEtJaO4IGfc
Fucked With A Knife,Cannibal Corpse,spotify:track:2ZK3pWvGZTlklRiDqNdnUf
Holiday With HH,No Bros,spotify:track:7LBa0KNFR8IY3g7LOfXqu8
Hong Kong Skyline,Hong Kong Atmosphere,spotify:track:4Dj3FMZMMBXCxNkJ25o2Ta
"Keyboard Concerto in F Major, Op. 13, No. 3, W. C64: Concerto Rondo for Organ and strings in F Major, Op. 17, No. 3",Johann Christian Bach,spotify:track:3fmpPguU9qjj0B21wwRUUp
Left Hand Path,Entombed,spotify:track:5faD0zZ9fMa3J5ZN3lIWtp
Parc Güell,Barcelona Atmosphere,spotify:track:1znpMS5QcPwMIkE3cnb6sL
Peer Gynt Suite No.1 op. 46 Morning (Allegro pastorale),Academy of St. Martin in the Fields,spotify:track:3kBtqDJvBkxnmuxo5cQlkj
Shape Of Punk To Come - Live,Refused,spotify:track:6tOMZ4PTWfo28AHuoyRMw9
The Optimist,Skinless,spotify:track:4Hi1Wnq7pq3T8XJKBhmCMP
Vuelve el Rock Mesianico,Los Planetas,spotify:track:6X9246SctP5LiLGiyEURoV
White Noise Box Fan,ASMR Fan Sounds,spotify:track:70mSbSY5IOcidVw6SIxvZX
3 Gymnopédies: Gymnopedie No. 1,Erik Satie,spotify:track:0Jo7db0ajM3LoePIeIK1c9
Ammunition,Synapscape,spotify:track:48UiA9vsN4blMIQ0Lx2Blv
Asteroid 4179 - Toutatis,Kaija Saariaho,spotify:track:32nyNtObipNRkSefmUOPds
"Chant Lithurgique De La Paix, Pt. 1",Ensemble des chants et choeurs russes orthodoxes,spotify:track:3YNP5EWCp32CPVkwpjlciB
"Disciples of the Watch - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:1oWkZA7LS9erH5JmlKaCp2
"Disciples Of The Watch - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:3FAHRD8YMqwOyrm9OYsmtY
Jackie's Song,Julian Lloyd Webber,spotify:track:1dnzc6e1hexRHivBgBe5pk
Laurie Kisses Amy,Alexandre Desplat,spotify:track:6VvGvrU7hGcB2e7ASMmsNX
Leaving This,Novembers Doom,spotify:track:1YI2IFvvkc21VjaHzXrTB6
Meditatum III,Urfaust,spotify:track:05geXyB9KELiNG97MVlWet
Melancholy Serenade/Yesterdays,Jackie Gleason,spotify:track:5tbKedbuIyWfdmHHumKKpD
Victims of Hate,Dangerous,spotify:track:6ZfnINiSEYgLCqs2sgowIS
War is Hell,Toxic Holocaust,spotify:track:5Re29vsgFUAr8aA8HQ7pof
Black Metal Is Alive VII,Abrasion,spotify:track:7ln8VHpAzTG3FvstH8QSZ6
Departure Suicide,Taetre,spotify:track:5e3kQ3ijscyasriHoFgGxE
"Eric Ewazen: Four Songs From ""To Cast a Shadow Again"" ~ Everyone Says It Snowed Last Night (VI)",George Vosburgh,spotify:track:6UKuEwwvqrPiaDj7LMSuNu
I Am the Beasts of Death,Winterwolf,spotify:track:5c3EXg1Oa7LtSpAfxxhUTG
Legion,Slaughter Lord,spotify:track:0lqTcdP3M8MNJ2pJRh4rqi
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",Ludwig van Beethoven,spotify:track:67PhQYPgwEpPgyIK7hdL4H
Soledad,Gidon Kremer,spotify:track:171fO1V2yIUluHr1qiTiND
The Lord's Prayer,John Tavener,spotify:track:1chiAvlFQDTp606zKLujZK
The Silence Thereafter,Craft,spotify:track:4lmUYCo0ig626cUfqgAsD3
Thrash On The Streets,Dangerous,spotify:track:0ELbhCvUtuhiRek6xF3WwM
After the Storm,Voyager,spotify:track:3Vsd0nUz5GfviBGzokdX55
Angelfangs,Cobalt,spotify:track:7lg2GumTOf7N69NyYexr1m
Binaural Alpha Sinus 100 Hz - 108 Hz,Vorssenn,spotify:track:4m9mcrSgs6uJk8ddws1Yz7
Car Crash Punk,English Dogs,spotify:track:23WArd4b3PEJEL4aHB2jiU
Music for Sleep,Dr. Sounds,spotify:track:7Ga4gIh4fp4wpmeXexxXbH
Pop 2,GAS,spotify:track:6XtiBZ34C9R5qvG9VBJBOJ
Serpent Messiah,Urgehal,spotify:track:7AVRDDAcvRjefdFZiw62UB
Aquasphere - Radio Edit,Dr. Sounds,spotify:track:1VhILpcV3lqjCwEmYjYEVw
Close Enough For Jazz,Jan Garbarek,spotify:track:7M7ettDPxvRLps85IxxYmo
Clouds Of Dementia,Candlemass,spotify:track:6cHZf7RbxXCKwEkgAZT4mY
Clouds of Dementia,Candlemass,spotify:track:5d6RrofIgTMDCyR3KFcVXm
Collapse Of The Wave Function,Schloss Tegal,spotify:track:60quccDjXmjuPXUlwXof1u
Insanity - Live at Graspop,King Diamond,spotify:track:7t18ggQ0btVHbOUU200hPa
Limbo - Original Mix,Calling from afar,spotify:track:6Ciu2e5CloGdpTHI45MtPV
Stygia,Battlerage,spotify:track:0OLJIpz7RwobQLevluLsOr
Sunny Afternoon at Bird Rock Beach,Michel Redolfi,spotify:track:0U28iruzecQUo52m0ABPwy
The Heart Asks Pleasure First,Michael Nyman,spotify:track:7jIO8cTVVpxumwlKZLmFKF
Human Interest,Drive Like Jehu,spotify:track:6UPSQEjfyJZH15stpfqmKW
Oslo Melancholy,Solefald,spotify:track:5qoAlbuPgC7RHty953fosU
The British Arrival,Randy Edelman,spotify:track:586dvOx61CsG5w079NCbjG
Touch of Emptiness,Crimson Moonlight,spotify:track:69Zo3UDdoWtpct87iWDdLj
Auld Lang Syne,Kenny G,spotify:track:7h4FywzqhgZrrvpiLDJ2vw
Dopesmoker,Sleep,spotify:track:1vhvheW4R0KbK6Kr3NFplW
Fly,Ludovico Einaudi,spotify:track:0UdTjf1Bhw6zJOG86GrbiJ
GENOCIDE,Ghusa,spotify:track:4IactpRryl2VJamg6tDd9o
God Bless America,Daniel Rodriguez,spotify:track:075DlN1s3ii0KiN9MIXDjW
Protection,Alcest,spotify:track:3IMbfSGOT7QAuFB9nlpKBr
Silouans Song,Arvo Pärt,spotify:track:4q1ZdfNAC0gOAQSOj65ux0
This Is Not Your Wedding Song,Excuse 17,spotify:track:74fuj0csuB2crGn1yQwtoE
(B) The Decade Of Statues,Between The Buried And Me,spotify:track:7zf7xDRzRxf0a8IWAHdUNY
Beta - Yoga Edit,Dr. Sounds,spotify:track:30JHC8qhfnaFMpC2tLx8Ha
"Concerto in A Minor for Piano and Orchestra, Op. 54: I. Allegro affetuoso",Robert Schumann,spotify:track:71TG4u8bxqEx3PmUci0KiS
Enshrouded (In the River of Eternity),Crematory,spotify:track:4HhMKFtZGgTnboUEObxIqh
In the Name of Science,Toxic Holocaust,spotify:track:3WGJ5xMnq72a8kU53hWKg8
Pop 5,GAS,spotify:track:0rSc1SiAsd8Eo6B4KBnoQz
And the Birds Are Singing,Sebastian Lightfoot,spotify:track:71Y0TBv5vNzliOX8dFIJD7
Black Metal Is Alive III,Abrasion,spotify:track:1SxdDlpYxmK1tw1wisvxL4
Dumbledore's Foreboding,Nicholas Hooper,spotify:track:1JIQcD0Ik0RKAzBmuEmP7N
For One,Tears of Mankind,spotify:track:5htTS60beVyLVOo1aH7f6S
Metal Opus 1 C#m,Golden Resurrection,spotify:track:6W3Xaav5fVlsYACoB9HzV5
Quad (Radio 1 Rock Show),The Heads,spotify:track:38TgtcO0mviUE15UFSKIrk
Rock of Gibraltar,Trumans Water,spotify:track:0MwzDfNlkrjO8fkjAdQgJD
"Three Days In Darkness - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:5vTW5e9NKQNA4D2MNikD8S
"Trial by Fire - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:5x9j22lLlJf2SePPs8qXbR
A Brief Walk in the Sea,Near The Parenthesis,spotify:track:1O3wMxzAagYQ336rdfH9bQ
Black Metal Is Alive IV,Abrasion,spotify:track:158EnWozqunJNOuhko7KoS
Everlasting,Thergothon,spotify:track:5y4Psrwwa3TrOcyERR2pLk
Every Day is Christmas,Sass Dragons,spotify:track:1vLmMU3gTq7TyGgeUqIzoX
in vain,Georg Friedrich Haas,spotify:track:6vSXnHFYBwhkriLVx4Dhn4
Jack The Ripper,The Horrors,spotify:track:036xR1iWc38PTkNtjb3U5L
Magnificat - Song of Mary,Arvo Pärt,spotify:track:5BQaZAoSR3it8IPYayhtFQ
Silent Angel - Guitar Version,Axel Rudi Pell,spotify:track:0Cm2s8fuG042WbsiTK2lMD
War Hate Disgrace,Unearthly,spotify:track:4fXVGtBiLsbrFZBhd7F173
Batalla Final,Dangerous,spotify:track:2sIY93yqF0Rin3CdCJxbOu
Punk Rock Love,The Casualties,spotify:track:4onKDOYooNaBgWzOuS8Cla
Seitsemän Meren Luopio,Heavy Metal Perse,spotify:track:5u5enNE1CIxjF6VGACGDkp
"Sonata, Op.143a - Adagio, Ma Non Troppo",Vagn Holmboe,spotify:track:1SQmK9QofZl3qO2MAuXuhP
Stay,Hans Zimmer,spotify:track:5PpoJNkLSn6mBgxhIGgxct
The Freezing Moon,Mayhem,spotify:track:4bisYzu8op8HSacxOvHLu0
3 Pieces in Baroque Style: No. 1. Aria,Krzysztof Penderecki,spotify:track:4hiOuGRriUc0YketN1vuOk
Accidentals,Broadcast,spotify:track:1bwyWLYH4K0CdmPRADr0xQ
Acédie,Nocturnal Depression,spotify:track:0b8jaIGOtGM3rWFTTh7VmP
Folk Tale,Arnold Bax,spotify:track:4GDhLmC5yMj04vTiVxjqkG
Guds Fortapelse - Apenbaring Av Dommedag,Urgehal,spotify:track:02gjq46zkypseCglLdQsw2
"Les Sirenes (1911) Pour Mezzo-Soprano, Choeur Et Piano",Lili Boulanger,spotify:track:25CEEYwjbbVL481jeDPlci
Life in Darkness,Helllight,spotify:track:4Jr0iZ9LLvW4CY4Dqkz2NR
Lycanthro Punk,Wolfpack,spotify:track:2bW2kwQpnMXTy5j4KADZWr
Metal Invasion - 2015 Remastered Version,Freedom Call,spotify:track:0OJ22SOth1Ub9OWHbBCUg3
Unearthly Warlord,Unearthly,spotify:track:0qwica48YzADIol6DY3C5u
Bloodcraving,Mortician,spotify:track:4SEF4VfKFgxEINPovqAyWN
The Glade Part II,Trevor Jones,spotify:track:0csbYNU4pvVYuEO4O328gQ
The Pilgrim,Jan Cyrka,spotify:track:0jS4IYc5DTpgJgLB1s1VWN
The White House,Joseph Vitarelli,spotify:track:2oUTOwtKHvczd2kLzom3kJ
Black Opium,Exmortem,spotify:track:0BgsQslA6AdiPpc0cmcZvM
Calling,Muni Yogi,spotify:track:4wqD9eGm8zB3f3xYRlC3Bq
"Elegies (1997) for Mezzo-Soprano, Baritone and Orchestra: V. In paradisum",Richard Danielpour,spotify:track:7JUoPPBicWtmQGUXhub4ID
Mother of the Sepulchres,Satanika,spotify:track:6RDZQnum7vQOJD8GZVdwhc
Optimus,Steve Jablonsky,spotify:track:7uhc5ZnEe8gHVvoye4A7Ic
Send Me An Angel,Scorpions,spotify:track:1bKQ48M9onID2kbSpRy8kK
Starwood Choker,Bing & Ruth,spotify:track:2w5l9sDXytt4lu0ZYFSoIX
The IVth Crusade,Bolt Thrower,spotify:track:00nhkvorbdardFjuIi2OOo
Aurora,Sunn 0))),spotify:track:0RyrhOYABKnrN0cQFq9YNG
For the Love of God,Steve Vai,spotify:track:5m5I3KcV83zf2p2qbsnr3y
Moments,Deep Watch,spotify:track:5C8szoUrtmYOizu1ykbK0C
Punk,Rusty,spotify:track:2HBF28dMMuR754dscbtZQR
Brown Noise Train,Track Circuit,spotify:track:0gF7MgxBQJIx042PGbrWFr
Demonrape,Urgehal,spotify:track:18e0kS8off55Lg4S6L6gIZ
Kyoto,Kumbhaka,spotify:track:5DuALA01mvSWTNM9xi2Rqm
Lifestyles,Poison Idea,spotify:track:5x0ipTmZJjF3x2cdqsj9B0
"No Sacrifice, No Victory",Steve Jablonsky,spotify:track:1uTvwVSXCOO4l8GVIpfngl
T.K.O. from Tokyo,Jon Cougar Concentration Camp,spotify:track:0SKtiNzWkYmpNPZcusFM9G
The Pest,Aura Noir,spotify:track:7h7MmJk29VnayPGyZCSXG6
"Crossings: The Ascent, String Quartet No. 4, Amazing Grace",Ben Johnston,spotify:track:4jaIcLz6wAcGCDAVnx4x6U
Häie - Folk Aesthetic Version,Tenhi,spotify:track:5icna4wXzgURBOshT7cbON
Hammer Of Doom,Minotauri,spotify:track:33CWxnaXz9i0xga6EGjC2M
Identity,August Burns Red,spotify:track:12j3DdvPTA4LUVeokAFdoX
Katuman Kaiku,Turisas,spotify:track:6Uk2RbzOZHT19fHObnw6Og
Sacrifice - 1st Version 1983,Bathory,spotify:track:3dE0o4NAcKYB3mxHw5S2Ng
The Glass House,Terra Ambient,spotify:track:1I3vpyM7QFXAalNrA4NCPL
World Unfolds,Mind Eraser,spotify:track:57C9C4eFjSBGTtpcr8O64m
Arrival at Aslan's How - Score,Harry Gregson-Williams,spotify:track:1SZPluGCxfq0d135kMBaDZ
In Bloom,Pim Miles,spotify:track:1ve6TCi0O78ypM3pyeXyYy
Intro - CDXLIV,Runemagick,spotify:track:5ltbAqzWgy2SmyFijhZWim
Music for Sleep - Radio Edit,Dr. Sounds,spotify:track:0KLsApCfED2XII85tmOqPE
My Empire’s Doom,Emperor,spotify:track:2iTtMCvWUWs06D537L2phj
My Funeral Dreams,Candlemass,spotify:track:395LeEXtyf0h5m0NbsyviY
ObZen,Meshuggah,spotify:track:4PHppm7v48ys7YrVelKSYq
The Piano : The Heart Asks Pleasure First,Michael Nyman,spotify:track:2f1Vk3vWepObCEdFrNNeVL
"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano",Johann Sebastian Bach,spotify:track:0gSDkYpQ0IboClF4cFz5Aw
Meine Seele erhebt den Herren (POP 70),Johann Pachelbel,spotify:track:33qHcFUYGv0ZVzQuhtGoRl
Onslaught,Slaughter Lord,spotify:track:5oxYCggStQ1Hs4i7XDDtLd
"Romance No. 2 In F Major, Op. 50 : Romance No. 2 In F Major, Op. 50",Takako Nishizaki,spotify:track:2bVFtinPWr6qKEapuQeSo6
3 Gymnopedies (orch. Debussy): Gymnopedie No. 2,Erik Satie,spotify:track:46fjtukm4x6DzX4l5PwsQI
"Articulate Silences, Pt. 1",Stars Of The Lid,spotify:track:2Uy2p6tkVLj6vaVznKpNCs
Rose,James Horner,spotify:track:4uQ8h0F0AShbx7MyaqMEBa
The World Is a Stage / Reach the Endless Sea,Tunes of Negation,spotify:track:0MiGnuez4OH7AGiKZWUIyH
Dawn At The Great Pyramid,London Philharmonic Orchestra,spotify:track:6erSw3mStrD40dNCWuQFuH
Milonga en re,Gidon Kremer,spotify:track:0cExVeGtm2tR3tXZqcSw4L
Radio,Christie Front Drive,spotify:track:7GgXkT1jlg4MN9KYo3ULwK
Stairway To Heaven,London Philharmonic Orchestra,spotify:track:0aoTpQt7w3y3qwx029PTNN
Svetilen of Holy Thursday,Choir of the Monks of Chevetogne,spotify:track:3hbM9YSNBK8KcKhoRJx78Q
The Metal East,Lightning Bolt,spotify:track:07sf0sHi8ZlmdN0hUZWgtI
To Thee We Sing (bulgarian Chant),Sretenyie,spotify:track:1zyA7zTQr51Fo4C27HWc0z
Wendepunkt,Bo Nilsson,spotify:track:6uq0VJ8TewP7EQHXwhUosv
"Cantabile in D Major, Op. 17",Niccolò Paganini,spotify:track:5y8YUrNfEmkQuU7eKSFiQp
Hoyt's Office,Hildur Guðnadóttir,spotify:track:1UdiJ6Y2eisfQQ76MZOX4B
Thrash Till Death,Destruction,spotify:track:1X6PI85wbNYLFRAQX6SgeB
"We Praise Thee ~ Znamenny Chant, arr. Kovalevsky",Archangel Voices,spotify:track:3lIS92FZ3QDLJ81hRwL7WB
Adagio (Albinobi),Angèle Dubeau,spotify:track:4KSmMBsDWHnfRsGPhku895
Bad Attitude,Darkthrone,spotify:track:2a9ZwbOpnfAx1WGq6JPp14
Divenire,Ludovico Einaudi,spotify:track:4O0Yww5OIWyfBvWn6xN3CM
In Crematorium Flame,Rudimentary Peni,spotify:track:6jki1PRcao6BbiYy2a2OX9
Kai's Medley (Starlight / Ride the Sky / Judas / Heavy Metal Is the Law) - Live,Helloween,spotify:track:3wfcxNA984dQDRxV18gcy8
Metal Police,Gehennah,spotify:track:1Y5Yb1aUvkL5xIt9R9V3KL
Quatuor pour la fin du temps: V. Louange a l'Eternite de Jesus (Praise to the Eternity of Jesus),Olivier Messiaen,spotify:track:1cE7h6ByN0dmsb5nVbIdRH
Winds of Haryana,Muni Yogi,spotify:track:3LQzOfnnGOpJGWeO1mMMDs
Aion: I. —,Giacinto Scelsi,spotify:track:5reOnWN5ykiXX0ymbOHXum
Condemned To The Gallows (To The Death - Metal Massacre 5 Sessions),Voivod,spotify:track:1fwC5Zv4vLIxXPOAmpwebk
Love Embers And Flame,Jackie Gleason,spotify:track:3JRUFyuwMF6QHqXdCSpx1v
A Unilateral Disgust,Skinless,spotify:track:6P9VRhB4xhYfv5kDgHmlOh
Sleep Hibernation,Moon Laika,spotify:track:0ek2PwrDkUWRqoaTq6WKDj
The Origin,Jan Cyrka,spotify:track:0CSAQX2F4Bn9zwlpYefIpv
Unidentified folk song setting,Benjamin Britten,spotify:track:5cRIC3ui73SR3jO62BLqxH
A Delicate Romance,John Foxx,spotify:track:1EKcXCqix2v6qb6rj2m5Ty
Fäerie Metal,Nuit Noire,spotify:track:7J7EDJSSQ8Yb09g70g63Fj
Reasons For Being,Deep Watch,spotify:track:5tY0sWgi6v0UEibwYjfWlL
Defiled,New Bomb Turks,spotify:track:5fS306Dk5PJJsEVwzXJPgy
Father Comes Home,Alexandre Desplat,spotify:track:4BopLkm0TFvregWWVI1Qtl
Overture (For Other Halfs),Brian McBride,spotify:track:1F7vUCER63VfNzvZKTi2pn
"Piano Sonata, Op.1 - Orch. Theo Verbey: Mässig bewegt",Alban Berg,spotify:track:0owbWbFDyTTqVT8QhMMbb9
616,Craft,spotify:track:6sCYJlAgW0PzLYFAZmW52O
Divide & Conquer,Nausea,spotify:track:2b0uXTA1vgQqL6iIWmaDfH
Im Noktuarium,Eïs,spotify:track:3d077o89xHDPijy9CLUk9C
Magnetic Fields - Short Edit,Dr. Sounds,spotify:track:6HojVlDnhj6TZtKqdV8COR
Pretty In Casts,Pig Destroyer,spotify:track:53PFg2Sm0DK6MlHUoKUWeX
Returning,Binary One,spotify:track:0jlQn5ENU6pt3yDRlMDgjB
Tuning up,Edgard Varèse,spotify:track:5ri9zXyUHfwdThrXU831pR
"Violin Concerto ""To The Memory Of An Angel"": 1. Andante - Allegro",Alban Berg,spotify:track:2vBua2SI7LUBCxyOdHh7Kt
Binaural Alpha Sinus 120 Hz - 128 Hz,Vorssenn,spotify:track:1dkEjpn7OcceNXA8TbO6fO
City of the Dead,Eurielle,spotify:track:0P4TBgExJNP8CeYzYpvGMt
Hades,Bathory,spotify:track:0GCI7PHxYamIKIVjO3pUvm
Heavenly Perverse,Dimmu Borgir,spotify:track:1J1Z0XIL18hClKmm5T5ytO
Long Lost To Where No Pathway Goes,Summoning,spotify:track:6jPQuZQnyRQQD9EoV4bV2Y
Moonstruck,Lalu,spotify:track:7AktiDkh9TUPdkaPIit57d
Only Shallow,My Bloody Valentine,spotify:track:52UcjsM15hjCQAUbTW2hy1
Opening,Craig Armstrong,spotify:track:0x1rnXl24iJl8xZFMkoyNv
"Preludes arranged for Orchestra, Book I L. 117: No. 10 La cathédrale engloutie (Arr. Colin Matthews)",Colin Matthews,spotify:track:1gbxETaP5ZEZb7mqmTHlUe
THE COLOR,Ghusa,spotify:track:7ezBXHMaPMb8Lka7sTlwFZ
Courtyard Apocalypse,Alexandre Desplat,spotify:track:5s9J2tSD2NGzr82jW87gw1
I Am The Black Wizards,Emperor,spotify:track:7g1arpvFyWvaaMQPaGHPgL
Mind Over Matter,The Rival Mob,spotify:track:2vJkE4gsIjrhUZ58WcxDXg
PCP Rock,Friends Forever,spotify:track:53LaeFXgkHNb9hM9n5ptTP
Taxidermist,False Prophets,spotify:track:5TmLCuGKfXZVahBnTs2Bws
Uaxuctum: III. —,Giacinto Scelsi,spotify:track:39yRzZ04DlLoK7AJH44zFT
Angst,Arcturus,spotify:track:4cWygEpp9PbMiJPf2d5TcP
Between Sleipnir's Breaths,Sunn 0))),spotify:track:5PWWuVITa0SC49EFqyF8e8
Sympathy for the Devil,The KVB,spotify:track:5Yk7mjm17WEeqwZiOeKSEU
Sympathy for the Devil,The KVB,spotify:track:744JwPXWLEsmniEW34IJnS
"12 Morceaux, Op. 40: No. 2. Chanson triste in G Minor (arr. for string quintet)",Pyotr Ilyich Tchaikovsky,spotify:track:0o8PNSg1lL5Oeqb1xvT8AH
Death of Cedric,Patrick Doyle,spotify:track:7jURLmWehyAK8HGqq0v13p
Deep Thunderstorm,Weather Factory,spotify:track:4xyiM6KWF90l9wQh07GJvN
Maenam,Jami Sieber,spotify:track:6EUNwDbEUtQL4yMEVFiS0c
Sarahdus - Folk Aesthetic Version,Tenhi,spotify:track:55DGvINRsT0GB0iiOBLG7Q
Studies for Player Piano: Study No. 6,Conlon Nancarrow,spotify:track:6YpyKmgTxZahaGmMb4yakx
Thrash Till Death - Live in Tokyo,Destruction,spotify:track:4MtCbmNUB6OFiVfOjZE64g
Day One,Hans Zimmer,spotify:track:1ClIKr4uKzosk6FOpHwLJM
Italia,Harry Rabinowitz,spotify:track:5NQjUMIiFiNkNgjroLHgc0
Italia,Harry Rabinowitz,spotify:track:5fqdLosn9aZREslg9OR0FE
Megalomania,Therion,spotify:track:4KLRtj98NPcVOBSrBzk6tU
The Lamb,John Tavener,spotify:track:1iUNUV6RiPrwKTKJjNQb5B
Amygdala,Michel LeBond,spotify:track:5921nMZXq52f54Jv57BE80
Broken Heart,Spiritualized,spotify:track:2EW4Wu7bZhEyHd8LzJR1DU
Chant Lithurgique (Paix Avec Nous),Ensemble des chants et choeurs russes orthodoxes,spotify:track:3msjyQTZr7gHspgJCzl4v5
A Christmas Round,John Tavener,spotify:track:3wZ5xGrf53IPOmNRggYiDV
Dia Artio,Wolves In The Throne Room,spotify:track:0sNdoFOuNKuJrbKPtMcUyu
Doom On Ice,Minotauri,spotify:track:3CzMTIAfAR1pOP0Yy4ZviJ
Farewell,Apocalyptica,spotify:track:62AwygI42jBs33G1DDcIqz
I Love Rock,Oneida,spotify:track:7now6xoy3GNgJHvwSxPqbu
Melissa - Live at Graspop,King Diamond,spotify:track:15K9a83BfXaHvSDvvjmGj9
"The Breaking of the Fellowship (feat. ""In Dreams"")",Howard Shore,spotify:track:1ykbtFnlIjmIFnZ8j6wg6i
